id,w_grd
2200870,0.9823
2200900,1.0632
2200960,0.9727
2200990,1.0823
2201020,0.9563
2201080,0.8270
2201110,0.9142
2201140,1.0919
2201170,1.2078
2201200,0.9108
2201230,0.8512
2201260,0.8088
2201290,0.8798
2201320,0.7836
2201350,0.9099
2201380,0.9080
2201410,0.9027
2201440,1.0910
2201500,0.9415
2201530,0.9714
2201560,0.9004
2201590,0.8337
2201620,0.9436
2201650,0.9391
2201680,1.0128
2201740,0.9051
2201770,1.0870
2201800,0.9472
2201830,0.9824
2201860,0.8951
2201890,1.0010
2201920,1.0502
2201950,0.9738
2201980,0.9648
2202010,1.0185
2302220,1.0850
2302610,0.9013
2302640,0.9478
2302820,0.9652
2302850,1.0862
2303150,0.8423
2303210,1.0314
2303290,1.0642
2303510,1.1062
2303600,1.0349
2303780,1.2201
2303870,0.7800
2303930,1.1127
2304895,0.8631
2305500,1.0293
2305670,1.1064
2306000,0.8928
2306060,1.0448
2306160,1.1020
2306250,1.2164
2306510,0.8923
2307140,1.0398
2307320,0.8888
2307530,1.0075
2307710,0.7603
2307800,0.8643
2308160,1.0016
2308250,0.9083
2308280,0.7333
2309330,1.1643
2309930,1.1317
2310380,0.9516
2310500,0.8770
2310530,1.0636
2310590,0.9172
2310710,1.0538
2310770,0.8661
2310860,0.7612
2310890,0.8846
2310950,1.1431
2310980,0.9140
2311100,0.9061
2311130,1.1516
2311160,0.8917
2311220,1.0330
2311250,0.8914
2311280,0.8450
2311370,0.9399
2311430,0.8590
2311520,0.8166
2311550,0.9368
2311580,0.7731
2311610,0.9209
2311670,0.8398
2311700,0.8029
2311730,0.8245
2311790,0.8914
2311880,1.0656
2312330,0.9067
2313110,1.1045
2313350,0.8632
2313490,0.8993
2313560,0.9208
2313860,0.7912
2313970,0.9477
2313980,1.0588
2314100,1.1283
2314130,0.9442
2314160,1.0989
2314190,0.9270
2314210,0.8675
2314240,1.1390
2314300,1.0643
2314330,0.8080
2314440,0.7577
2314470,0.9252
2314530,0.9740
2314560,0.8986
2314590,1.0082
2314610,1.1171
2314670,0.8378
2314700,0.8830
2314761,0.9583
2314762,0.9920
2314765,1.0281
2314767,0.7871
2314768,0.8347
2314772,1.0671
2314773,1.0975
2314775,1.0236
2314776,0.8513
2314777,1.0838
2314778,1.2467
2314779,0.8828
2314780,1.0178
2314782,0.8088
2314783,0.8728
2314784,0.8818
2314785,0.8248
2314787,0.8468
2314788,0.9388
2314789,1.0958
2314790,0.9472
2314791,0.9714
2314793,0.9425
2314794,1.0051
2314795,0.8102
2314796,0.9594
2314805,0.9911
2314806,0.9347
2314809,0.7768
2400030,0.8014
2400060,0.8245
2400090,0.7968
2400120,0.8178
2400150,0.8295
2400180,0.9774
2400210,1.0099
2400240,0.9256
2400270,1.0257
2400300,0.9550
2400330,1.0153
2400360,1.0346
2400390,1.0798
2400420,0.9760
2400450,0.8737
2400480,1.0364
2400510,0.9133
2400540,0.9390
2400570,0.9313
2400600,0.9278
2400630,0.8645
2400660,0.9409
2400690,0.9137
2400720,0.9483
2500001,1.0219
2500002,0.7954
2500013,0.8254
2500043,0.9747
2500067,0.9681
2500542,0.9051
2501650,1.0069
2501680,1.1469
2501710,1.1590
2501740,0.9281
2501780,0.9634
2501800,0.8332
2501860,0.8930
2501890,1.2027
2501950,1.0376
2501980,1.0024
2502040,1.0947
2502100,1.2103
2502160,0.8230
2502190,0.9463
2502220,0.8627
2502250,0.8341
2502310,0.8107
2502400,0.9672
2502430,1.0041
2502460,0.7954
2502490,1.1695
2502520,0.8685
2502530,0.9718
2502640,1.0676
2502670,0.9389
2502715,0.9170
2502790,1.0615
2502820,0.8489
2502850,1.1221
2502880,1.1386
2502910,1.1135
2502940,1.0807
2502970,0.8873
2503030,1.0818
2503060,1.0026
2503090,0.9644
2503120,1.1028
2503150,1.1521
2503240,0.9067
2503270,1.1438
2503300,0.9247
2503330,1.4149
2503360,0.9488
2503390,0.8385
2503480,0.9645
2503510,1.0627
2503540,0.7952
2503660,0.9369
2503720,0.9011
2503750,0.7471
2503780,1.0059
2503840,1.0854
2503990,0.7586
2504020,1.0162
2504050,0.9418
2504080,0.8464
2504140,0.8626
2504200,0.9376
2504230,0.9223
2504290,1.0331
2504320,0.8320
2504360,0.8467
2504410,1.0585
2504440,1.0662
2504500,1.0350
2504560,1.0886
2504590,0.8746
2504620,1.0615
2504650,0.9999
2504770,0.9149
2504800,0.6734
2504830,0.9422
2504860,0.9885
2504890,0.9679
2504950,1.0015
2504980,0.9747
2505010,0.8623
2505070,1.0747
2505130,0.7236
2505160,0.8507
2505220,0.8995
2505270,0.8795
2505280,0.9723
2505370,1.0421
2505400,0.9423
2505490,0.8482
2505500,1.0262
2505580,0.9619
2505610,1.1337
2505670,1.0113
2505730,0.9602
2505790,0.9463
2505880,1.0993
2505910,0.8859
2505940,0.7677
2505970,0.8979
2506090,1.0415
2506150,0.9682
2506210,1.1644
2506240,1.1100
2506270,0.9344
2506300,0.8811
2506330,1.1108
2506390,0.9318
2506420,0.8803
2506480,1.0459
2506540,0.9832
2506630,1.5442
2506660,0.8526
2506690,0.9329
2506720,0.8336
2506750,0.9912
2506780,0.9313
2506840,1.1757
2506900,1.1307
2506960,0.9313
2506990,1.1599
2507020,0.9478
2507050,0.9543
2507080,1.0377
2507110,0.8240
2507140,0.8463
2507170,1.0304
2507230,1.0516
2507260,1.1407
2507290,1.0053
2507320,0.9743
2507350,0.9883
2507440,0.8606
2507470,1.2704
2507500,0.8794
2507530,1.1854
2507560,0.9269
2507590,1.0734
2507620,1.0472
2507680,1.0005
2507740,0.9176
2507770,0.9183
2507830,0.9689
2507860,1.0842
2507890,0.8892
2507920,0.9087
2507980,1.0057
2507990,0.8750
2508040,0.8731
2508250,1.0529
2508280,0.9931
2508310,1.1196
2508340,0.9457
2508370,1.1533
2508430,0.7927
2508580,1.2778
2508610,1.1154
2508640,1.1477
2508670,0.7228
2508700,1.1099
2508730,0.9626
2508760,0.9111
2508790,0.9475
2508820,0.9299
2508850,1.0590
2508880,1.0039
2508940,0.9381
2509000,1.0644
2509030,0.8667
2509060,0.9881
2509090,1.0808
2509180,0.7869
2509270,0.9207
2509300,0.8090
2509360,0.8549
2509420,0.9592
2509450,0.9276
2509600,1.0063
2509630,0.8168
2509690,1.2385
2509720,0.8732
2509780,1.0511
2509870,0.8922
2509930,0.8256
2509990,1.0871
2510050,0.9472
2510140,1.2552
2510170,0.8612
2510200,0.9728
2510380,0.9802
2510470,1.0141
2510500,0.8094
2510560,0.9331
2510590,0.9340
2510620,1.0009
2510770,0.8013
2510860,1.0421
2510890,1.0072
2510920,0.9042
2510950,0.8979
2510980,0.9723
2511010,0.5960
2511040,1.0131
2511130,0.6924
2511220,1.0713
2511250,0.9127
2511310,1.1748
2511340,1.0288
2511400,1.0233
2511430,1.0146
2511460,0.8866
2511520,0.7513
2511580,1.0548
2511670,1.0163
2511740,0.9993
2511760,1.0269
2511850,0.8828
2511880,0.9840
2511910,0.8426
2511970,0.9671
2512000,1.0158
2512030,0.9398
2512060,0.7415
2512100,0.9189
2512180,0.9246
2512210,1.2006
2512240,0.7146
2512270,1.0809
2512390,0.8797
2512420,0.7460
2512510,0.8845
2512570,0.7904
2512600,1.1207
2512630,0.8592
2512660,1.1869
2512750,0.9592
2512780,0.8945
2512810,0.9236
2512840,0.6804
2512930,0.7943
2512990,1.1991
2513020,1.0422
2513050,0.9046
2513080,0.8217
2513110,0.9168
2513170,0.9910
2513200,0.8787
2513230,0.9698
2513290,0.9937
2600005,0.8018
2600006,0.8452
2600007,1.0509
2600013,0.9224
2600015,0.8134
2600016,1.0137
2600017,1.0283
2600018,0.9247
2600019,1.0671
2601890,1.1235
2601920,0.8846
2601950,0.9750
2601980,0.9756
2602040,0.8179
2602160,0.9096
2602190,1.0058
2602220,0.7227
2602520,0.9876
2602550,0.9420
2602640,0.9527
2602670,0.9482
2602730,1.0015
2602790,0.9527
2602820,1.0500
2603240,1.0345
2603480,0.7581
2603510,1.1212
2603540,0.8302
2603570,0.7983
2603600,0.8182
2603690,0.9826
2603810,0.8493
2603870,0.9413
2603900,0.9294
2604020,1.0411
2604170,0.9791
2604260,0.9268
2604290,1.1529
2604320,0.9298
2604440,0.9629
2604470,0.9448
2604530,0.9861
2604620,1.0912
2604650,0.9686
2604740,0.8493
2604800,0.7049
2604830,0.9812
2604950,0.8795
2605010,0.9988
2605430,1.0417
2605780,0.9072
2605820,1.0827
2605850,1.0803
2606000,0.9225
2606090,1.0005
2606270,0.7505
2606500,1.0287
2606510,1.0460
2606570,0.9732
2606600,0.9029
2606630,0.8577
2606720,0.9947
2606780,0.7998
2606840,1.0789
2606870,0.9759
2606930,1.0310
2606960,0.9822
2606990,0.8120
2607040,1.0965
2607080,1.0128
2607140,1.1757
2607170,1.0370
2607320,1.0487
2607530,0.9437
2607560,0.9202
2607590,0.8212
2607620,1.0391
2607690,1.0041
2607710,1.0885
2607800,1.0748
2607890,0.7710
2608040,1.0532
2608070,0.8967
2608130,0.8512
2608160,0.7758
2608280,1.0644
2608400,1.0062
2608430,0.8781
2608520,1.0350
2608580,0.8892
2608610,1.0389
2608640,0.9612
2608670,0.9986
2608730,0.9721
2608770,1.0134
2608880,1.0027
2608910,1.0465
2608940,1.1667
2609150,1.0217
2609560,0.7139
2609570,1.0626
2609750,1.0489
2609840,0.9077
2609900,0.8897
2609930,0.9762
2610020,0.8876
2610050,1.0699
2610080,0.6290
2610110,0.8277
2610140,1.1399
2610200,0.8187
2610380,0.9725
2610410,1.0824
2610560,1.0044
2610590,0.9804
2610620,1.0112
2610650,0.7699
2610750,1.0509
2610830,1.1430
2610860,0.8415
2611030,1.0800
2611140,0.8372
2611190,1.0021
2611400,1.0196
2611430,0.8981
2611550,1.1878
2611600,1.1051
2611610,1.0063
2611670,0.9660
2611700,0.8921
2611910,1.0240
2612000,0.9115
2612030,1.1588
2612150,1.0156
2612240,0.8103
2612300,1.1012
2612330,0.8248
2612420,0.9746
2612450,0.7297
2612480,1.0037
2612540,0.9434
2612560,0.9871
2612600,1.1273
2612690,1.0195
2612810,0.7859
2612960,1.0152
2612990,0.9905
2613050,1.0132
2613090,0.7851
2613500,0.8639
2613530,0.9250
2613560,0.9761
2614070,0.9758
2614100,1.0619
2614230,0.8378
2614250,0.8572
2614280,1.0871
2614460,0.9036
2614520,0.8993
2614550,1.0296
2614570,0.8434
2614610,1.0739
2614690,0.8514
2614700,0.9281
2614730,0.8672
2614760,1.0306
2614790,0.8861
2614820,0.8442
2615060,1.0575
2615150,0.8966
2615390,0.9289
2615420,0.9411
2615450,0.8421
2615540,0.9784
2615730,1.0676
2615750,1.0190
2615830,1.0050
2615870,0.8794
2615970,0.9184
2615990,1.0724
2616020,0.9417
2616050,0.9997
2616110,0.8129
2616320,1.2136
2616350,1.0116
2616380,0.9769
2616410,0.9942
2616440,1.0896
2616470,0.9323
2616500,0.9629
2616830,1.1414
2617160,0.8854
2617220,0.8406
2617250,1.1040
2617370,1.0651
2617400,0.9064
2617520,1.0633
2617550,0.9497
2617640,0.9511
2617700,1.0731
2617730,0.9323
2617820,1.0969
2617860,1.0389
2617880,0.8723
2617910,0.9864
2617940,1.0204
2617970,0.8757
2618030,1.0016
2618180,0.9673
2618270,0.9783
2618360,0.7781
2618390,1.1990
2618420,1.0594
2618450,0.9445
2618480,0.8985
2618510,1.0689
2618540,0.9816
2618570,0.9418
2618600,0.9210
2618720,0.9171
2618810,0.8504
2618840,0.9982
2618930,1.0491
2618990,1.0410
2619050,0.9995
2619100,0.8424
2619170,0.8634
2619250,1.0054
2619410,0.8425
2619470,0.9838
2619530,1.0059
2619580,1.0144
2619620,0.9494
2619800,0.9536
2619830,1.0007
2619890,1.2025
2619920,0.8256
2619950,0.9789
2620010,0.8562
2620050,0.9069
2620070,0.9134
2620160,0.7988
2620280,0.9452
2620310,0.9986
2620340,0.8383
2620380,0.9381
2620400,1.0310
2620550,1.0821
2620610,0.8990
2620670,0.9234
2620700,0.8951
2620730,1.0381
2620820,0.9848
2620850,1.1004
2620880,1.0713
2620910,1.0380
2620940,0.8263
2620980,0.9444
2621120,0.8448
2621150,0.6381
2621180,0.8685
2621210,1.0312
2621240,0.9476
2621390,1.1528
2621450,0.9856
2621570,1.0108
2621600,0.7723
2621690,1.0763
2621750,0.9894
2621840,0.9414
2621870,0.9654
2622050,0.9338
2622200,0.9591
2622290,0.7354
2622320,1.1490
2622350,0.9347
2622380,0.9966
2622410,1.0174
2622470,0.9140
2622500,0.9701
2622620,1.0579
2622740,0.7520
2622800,0.7858
2622830,1.1325
2622860,0.9483
2622970,0.9376
2622980,0.7793
2623040,0.8476
2623070,0.9338
2623100,1.0780
2623130,0.9232
2623160,0.9275
2623250,0.9786
2623280,0.9411
2623310,0.8351
2623460,0.7754
2623490,0.9426
2623520,0.8333
2623550,1.0351
2623580,1.0683
2623610,0.8960
2623670,0.9299
2623790,0.9945
2623820,1.0390
2623850,1.1259
2623910,1.0034
2624000,1.2124
2624120,0.9908
2624150,0.9758
2624180,0.9841
2624420,0.9017
2624570,1.0050
2624600,0.7707
2624630,1.0063
2624690,0.7668
2624720,0.8460
2624750,1.0049
2624810,1.0082
2624840,0.8083
2624960,0.8299
2625020,0.9498
2625140,1.2111
2625230,1.0438
2625290,0.9883
2625320,0.9163
2625350,1.0453
2625400,1.0337
2625560,1.0067
2625650,0.9017
2625680,1.0583
2625740,1.0882
2625780,0.9478
2625800,1.0598
2625950,0.7825
2625980,1.0567
2626010,1.0017
2626040,0.9961
2626130,1.0206
2626220,0.9224
2626280,1.0665
2626370,1.0418
2626400,0.8511
2626490,0.9825
2626520,1.0710
2626550,0.8075
2626760,0.9159
2626940,1.0958
2626970,1.1346
2627060,0.9984
2627150,0.7425
2627210,0.8101
2627240,1.0637
2627420,1.1760
2627660,0.8843
2627690,0.8655
2627720,1.0128
2627810,1.0702
2627900,1.0530
2627930,1.0543
2627960,1.0884
2628020,0.9567
2628140,0.9999
2628170,0.8364
2628200,0.9831
2628500,1.0122
2628530,0.9762
2628560,1.0643
2628740,0.8376
2628830,0.9870
2628890,1.0341
2628950,0.9696
2629120,0.8611
2629160,1.0630
2629220,0.8814
2629250,1.0393
2629340,1.0310
2629370,0.9450
2629400,0.7678
2629460,0.9139
2629490,0.9493
2629520,1.0109
2629540,0.9377
2629670,1.1991
2629790,0.7715
2629910,0.9570
2629940,1.0013
2630030,1.0745
2630060,0.9858
2630090,1.0999
2630120,0.9226
2630210,0.8790
2630300,1.0253
2630360,0.9946
2630390,1.1522
2630450,0.8732
2630480,0.9882
2630660,1.0654
2630780,0.9852
2630840,0.9615
2630930,0.9457
2630960,1.2273
2630990,0.9934
2631020,0.8538
2631320,0.9679
2631380,0.8981
2632220,0.8686
2632250,1.0611
2632280,1.0888
2632300,1.0787
2632310,1.0497
2632340,0.8333
2632370,0.9036
2632550,0.9529
2632610,0.9910
2632640,1.0331
2632670,1.0154
2632820,0.9230
2632850,1.0323
2632880,1.0124
2632910,1.0628
2632940,0.9125
2633000,1.0429
2633030,1.0123
2633090,0.9993
2633120,0.9975
2633360,1.0753
2633410,1.0363
2633420,0.9767
2633510,0.9896
2633540,1.0441
2633720,1.0470
2633750,0.8004
2633810,0.9165
2633840,0.8522
2633870,1.0695
2633900,0.9326
2633930,0.9743
2634260,1.0127
2634380,0.9985
2634410,1.1282
2634440,0.9841
2634470,1.0404
2634560,0.9099
2634650,0.9630
2634680,0.8358
2634710,0.9691
2634920,0.8918
2634950,0.8460
2635010,0.8566
2635040,1.0118
2635160,0.8948
2635190,0.8741
2635220,0.9241
2635310,0.8704
2635460,0.9689
2635520,0.9857
2635550,0.9230
2635730,0.8175
2635820,0.8428
2635850,1.0614
2635910,1.1185
2635940,0.9133
2636060,0.8113
2636120,1.0234
2636270,0.7981
2636300,0.9934
2636330,0.9631
2636390,0.9900
2636420,1.1787
2636450,1.0488
2636480,0.9988
2636485,1.0048
2636540,0.8439
2636570,0.8878
2636600,1.0086
2636630,1.0660
2636660,1.1105
2700001,0.8782
2700005,0.9624
2700006,0.9523
2700007,0.9167
2700008,0.7270
2700013,1.0637
2700017,1.1233
2700019,0.8856
2700021,0.8363
2700022,0.9381
2700023,0.7377
2700024,0.8121
2700088,1.0635
2700089,0.9512
2700090,1.0265
2700091,1.0157
2700099,0.9050
2700100,0.9005
2700102,0.9590
2700103,1.0128
2700104,1.0204
2700105,0.9487
2700106,1.0703
2700107,1.0595
2700108,0.8545
2700109,1.0920
2700110,0.7966
2700123,0.9235
2700124,0.9624
2700125,0.9408
2700126,0.9816
2700127,0.9101
2700128,1.0070
2700130,0.7931
2700132,1.0736
2700145,0.9250
2700146,1.1540
2700148,0.7932
2700150,0.8088
2700161,0.8416
2700162,0.8044
2700163,0.8848
2700182,1.0014
2700183,0.7372
2700231,0.7268
2700287,1.2023
2700294,0.7814
2700326,0.7955
2700328,0.7249
2700379,0.8079
2702640,0.8426
2702720,0.9411
2702730,0.8301
2702760,1.0248
2702910,0.8586
2702930,0.9698
2702970,0.8924
2703030,0.9847
2703060,1.1294
2703150,0.9139
2703180,0.9845
2703450,1.0001
2703570,0.9798
2703660,0.8947
2703690,0.8699
2703750,0.9987
2703870,1.1752
2704050,1.0160
2704440,1.1746
2704470,0.7729
2705430,0.9606
2705460,1.0351
2705660,0.9675
2705730,0.8291
2705760,1.0905
2705790,0.9295
2706060,0.6186
2706090,0.9434
2706150,0.9141
2706240,0.8169
2706300,0.7630
2707200,0.9947
2707290,0.9017
2707350,0.9969
2707380,0.8712
2707410,1.1114
2707470,1.0131
2707500,1.0770
2707590,0.7410
2708100,0.9360
2708190,1.0536
2708220,1.1927
2708910,0.8889
2709330,0.8324
2709420,0.8914
2709440,1.0848
2709480,0.8689
2709510,0.8475
2709690,0.7741
2709720,0.6944
2709750,1.1201
2710060,1.0820
2710090,1.0127
2710140,0.9137
2710170,1.0307
2710230,0.9225
2710260,0.9365
2711010,0.8934
2711040,0.9419
2711085,0.8963
2711130,0.9798
2711190,1.0476
2711220,0.9771
2711250,1.0269
2711370,1.1375
2711520,0.9111
2711670,1.1004
2711760,0.9614
2711820,0.9532
2711880,0.9494
2711910,0.8479
2712210,0.8142
2712240,1.0993
2712270,1.0504
2712300,0.7395
2712360,0.9155
2712420,0.8777
2712580,0.8578
2712900,0.8725
2713110,0.9951
2713140,0.8725
2713170,0.9569
2713380,0.9422
2713530,1.0030
2713560,1.0690
2713590,0.9571
2713860,0.9523
2713920,1.0077
2713980,1.0101
2714040,0.7243
2714070,0.7621
2714190,0.8531
2714220,1.1102
2714260,1.0314
2714280,0.9630
2714970,1.0211
2715000,1.0579
2715030,0.9040
2715510,0.9907
2715750,1.2511
2716980,1.0154
2717100,0.8251
2717120,0.9183
2717220,0.9501
2717250,0.9605
2717520,0.8750
2717570,1.1478
2717780,1.0656
2717910,0.7235
2718070,0.7874
2718090,0.7965
2718210,1.0419
2718240,0.9395
2718270,1.1394
2718330,1.0231
2718360,0.7910
2718540,1.0073
2718570,0.9283
2718750,1.2206
2718780,0.9888
2718810,0.9038
2718940,1.1813
2718960,0.9426
2719170,0.7852
2719320,0.8890
2720550,1.2222
2720580,1.0396
2720670,0.9415
2721240,1.1149
2721270,1.0667
2721320,0.9810
2721360,1.0622
2721390,1.1709
2721420,1.1064
2721450,0.9185
2721480,0.9685
2721540,1.0148
2722920,0.9475
2722950,1.0828
2723010,0.7271
2723310,1.0699
2723370,0.9447
2723400,1.0561
2723430,1.2391
2723490,1.0089
2723520,1.1016
2723550,0.6781
2723580,0.8870
2723820,0.8414
2723850,0.8859
2723880,1.0469
2723910,1.0297
2723970,0.8324
2725050,0.7415
2725080,1.0375
2725140,1.0728
2725200,1.0391
2728050,0.9165
2728080,0.8528
2728110,1.0259
2728140,1.0355
2728170,0.9797
2728200,1.0524
2728230,1.0886
2728290,1.0549
2728320,1.0084
2728350,0.9256
2728380,0.8731
2728950,1.1016
2728970,0.8073
2730030,1.0484
2730060,1.0843
2730090,0.7007
2730150,0.5200
2730450,0.9318
2730480,1.0615
2731750,1.0509
2731780,0.8757
2731800,0.8956
2732070,1.0986
2732250,0.8320
2732390,0.9561
2732430,0.9563
2732520,0.9115
2732550,0.8192
2732700,0.8704
2732820,1.2233
2732850,1.0157
2732880,1.0273
2732970,1.0167
2733000,0.9795
2733210,0.9545
2733270,0.9070
2733300,0.9294
2733330,0.9803
2733390,0.9401
2733420,0.9291
2733450,1.2086
2733480,0.8005
2733510,1.0418
2733540,0.9869
2733600,0.9167
2733780,0.9988
2733790,1.0732
2733810,1.0841
2733840,0.9465
2733870,1.0453
2733900,1.0109
2738160,0.9277
2738190,0.9746
2738280,0.8684
2738850,0.9176
2738880,1.0548
2740665,0.7854
2740740,0.9332
2740810,0.9083
2740830,0.8490
2740860,0.8807
2740920,0.8028
2741040,0.8696
2741060,0.9336
2741430,0.9426
2741460,0.8992
2741850,1.0075
2741880,0.7571
2741910,1.2909
2742160,0.9708
2742270,0.9584
2742330,0.6010
2742360,0.9514
2742720,1.1767
2742750,0.7068
2742780,0.9772
2744070,1.0075
2744160,1.0239
2744190,0.8188
2745735,0.9891
2791445,0.7690
2791447,0.9592
2791449,0.8050
2791450,0.7621
2791451,0.9337
2800390,0.8797
2800450,1.0679
2800510,0.9372
2800540,1.0155
2800570,0.9852
2800600,1.1420
2800630,1.0174
2800750,0.7680
2800820,0.9393
2800840,0.7227
2800870,1.0243
2800930,1.0132
2800960,0.8568
2800990,0.9685
2801090,1.0357
2801170,0.9187
2801200,0.8155
2801220,0.8139
2801260,0.8736
2801290,0.9339
2801320,0.9269
2801410,0.7742
2801440,1.0269
2801490,1.0326
2801530,0.9237
2801560,1.0797
2801590,0.9442
2801680,1.1730
2801710,0.8093
2801740,1.0487
2801770,0.9684
2801860,0.9008
2802010,0.9695
2802100,1.0334
2802160,0.9044
2802280,1.0058
2802340,0.7892
2802370,0.9381
2802400,0.9916
2802430,1.0332
2802490,0.9065
2802520,0.8388
2802550,1.0043
2802640,0.7695
2802670,0.9017
2802700,0.9772
2802730,0.8967
2802760,0.7947
2802790,1.0440
2802820,1.0558
2802850,1.1117
2802910,0.8222
2802940,1.0124
2803000,0.7600
2803030,0.7753
2803060,0.9572
2803090,0.9819
2803120,0.8617
2803150,0.8795
2803240,0.8100
2803270,0.8413
2803360,0.9339
2803450,1.0321
2803480,1.0091
2803510,0.9213
2803520,0.9298
2803530,1.0788
2803540,0.8484
2803570,0.7768
2803630,1.0144
2803660,0.9012
2803690,1.0030
2803720,0.9639
2803750,1.0454
2803780,1.0421
2803830,1.0605
2803870,0.6289
2803900,0.8099
2803930,0.9210
2803990,1.0347
2804020,0.9680
2804050,1.0422
2804080,0.8501
2804110,0.8574
2804140,0.9020
2804170,0.9446
2804230,0.8911
2804260,0.9549
2804320,1.1465
2804350,1.0802
2804380,0.8988
2804440,0.8102
2804470,0.8622
2804500,0.9801
2804530,0.8454
2804560,1.1692
2804590,1.0786
2804620,0.8380
2804680,0.8218
2804740,0.9948
2804800,0.7634
2900001,0.8247
2900002,0.9975
2900003,0.6179
2900004,0.6668
2901000,1.0057
2902850,0.9059
2902880,0.8813
2902910,0.8996
2902970,0.9224
2903000,1.0750
2903060,0.9344
2903120,0.9126
2903150,0.8804
2903200,1.0648
2903270,0.8296
2904020,0.9230
2904050,0.9268
2904140,0.9833
2904500,0.9480
2904620,0.9092
2904890,0.9431
2904950,1.0082
2905070,0.8823
2905130,0.7527
2905250,0.7070
2905280,0.8143
2905310,0.9361
2905370,0.9148
2905430,0.8974
2905580,0.9408
2905640,0.9660
2905660,1.0009
2905760,1.0707
2905820,0.8945
2905880,0.9899
2905940,0.9947
2906000,1.1085
2906120,1.0349
2906360,0.9220
2906430,0.9209
2906510,0.9667
2906990,1.0056
2907020,1.1925
2907050,0.7740
2907080,0.9419
2907120,0.7974
2907320,0.8733
2907350,0.9071
2907380,0.9687
2907460,0.8905
2907470,0.7430
2908170,0.9107
2908250,0.9385
2908320,1.1278
2908370,1.1526
2908400,0.8984
2908460,0.7240
2908670,0.8409
2908760,0.8790
2909720,1.0959
2909750,0.8764
2909780,0.8896
2909860,0.9451
2909900,1.0556
2909930,0.9735
2910080,0.9276
2910110,0.9835
2910290,0.9469
2910320,0.9436
2910350,0.7879
2910380,0.7007
2910410,0.7907
2910500,0.8392
2910520,0.9144
2910590,1.0733
2910620,0.9973
2910650,1.0950
2910710,1.0425
2910770,0.9101
2910800,0.9722
2910830,0.7485
2910920,1.0183
2911070,1.0796
2911100,0.9158
2911220,0.7897
2911250,1.0093
2911280,0.9443
2911310,0.9957
2911340,1.0380
2911400,0.9278
2911450,0.9156
2911550,1.0997
2911650,0.7673
2911670,0.7486
2911700,1.0344
2911730,0.9484
2911850,0.8373
2911910,0.6342
2911940,1.0223
2911990,0.9818
2912010,0.9010
2912030,0.9311
2912180,0.9285
2912240,0.8924
2912290,0.8138
2912300,0.9428
2912450,1.0301
2912540,0.7690
2912550,0.8366
2912600,1.0292
2912630,0.8724
2912660,0.9666
2912780,0.9795
2913080,0.8309
2913140,0.8209
2913170,0.7579
2913230,1.0540
2913260,1.0308
2913290,0.8969
2913320,1.1013
2913380,1.0202
2913530,0.8637
2913560,0.9448
2913590,1.1155
2913620,0.7534
2913650,0.8357
2913710,0.8488
2913760,0.8907
2913770,0.9137
2913830,0.9512
2914250,0.8078
2914280,0.9924
2914310,0.7958
2914320,0.8720
2914340,0.8197
2914400,1.0609
2914430,0.8578
2914460,0.8567
2914490,0.8953
2914550,0.7794
2914840,0.7519
2915060,0.8553
2915180,0.9533
2915210,1.0567
2915270,0.9612
2915300,0.8750
2915390,0.7979
2915420,0.9567
2915450,1.0369
2915480,0.8761
2915510,1.1037
2915600,0.9122
2916140,0.9985
2916190,0.8275
2916230,0.7261
2916350,0.8286
2916380,0.7587
2916400,1.0939
2916450,1.0579
2916500,0.4551
2916590,1.0683
2916660,0.9356
2916710,0.9228
2916740,0.9358
2916770,1.0124
2916830,1.0164
2916950,0.8919
2917000,0.9936
2917820,1.1763
2917850,1.1605
2917880,0.9908
2917970,0.8506
2918220,1.1237
2918240,0.8729
2918270,0.8378
2918300,0.9700
2918360,0.7874
2918460,0.8910
2918480,0.8866
2918510,0.9054
2918540,0.8998
2918600,0.9550
2918670,0.8721
2918690,0.9006
2919080,0.7640
2919140,0.9782
2919170,0.9345
2919200,1.0789
2919230,1.0444
2919260,0.9379
2919350,0.9284
2919380,0.9080
2919410,0.8711
2919890,0.8208
2919980,0.8001
2920010,0.9136
2920050,1.0278
2920160,0.8837
2920310,1.2295
2920410,1.0074
2920430,0.8815
2920490,0.9951
2920550,1.1005
2920610,0.9081
2920670,0.9132
2920700,0.9655
2920810,0.9793
2920940,0.9269
2921000,1.0032
2921100,0.9558
2921120,1.1319
2921210,0.6555
2921330,1.0322
2921480,0.9234
2921510,0.9627
2921540,1.0640
2921600,0.9384
2921720,1.0471
2921750,0.9793
2921810,0.8475
2921840,0.9303
2921875,0.9320
2921940,1.0444
2921960,1.1090
2922140,0.9151
2922530,1.0192
2922710,0.7870
2922740,0.8292
2922770,1.0145
2922800,0.9405
2922830,0.9634
2922860,0.9672
2922890,0.8034
2922950,0.8655
2923010,0.9715
2923070,1.0560
2923100,1.0020
2923130,0.9196
2923160,1.0000
2923220,0.8770
2923270,0.8354
2923340,0.9016
2923430,0.9765
2923460,0.9228
2923490,1.0221
2923530,0.9463
2923550,1.0362
2923580,1.1193
2923640,0.8331
2923700,0.9279
2923730,1.0514
2924530,0.8949
2925110,0.8484
2925140,0.9803
2925210,1.0053
2925230,0.9419
2925290,1.0915
2925330,0.9270
2925350,0.9644
2925410,0.9884
2925450,0.8039
2925500,0.8215
2925590,0.9423
