id,b_coh
3605850,-0.0332
3606870,-0.1368
3607230,-0.1437
3607680,-0.0194
3608310,-0.0697
3608880,0.0458
3609690,-0.1121
3610560,-0.1028
3610620,0.0742
3611550,-0.1449
3611880,-0.0222
3612630,0.0144
3612720,0.0624
3613290,0.0515
3614010,-0.0097
3614130,-0.1032
3614940,-0.1315
3615090,-0.0463
3615300,-0.0152
3615390,0.0570
3615570,0.0191
3615900,-0.0485
3616230,-0.0443
3616290,-0.1160
3616440,0.0570
3616620,0.0921
3616740,-0.0437
3616830,-0.0829
3617520,-0.0351
3617670,-0.0929
3617730,-0.1353
3618210,-0.0580
3618690,-0.1298
3619230,-0.0390
3619320,0.0223
3619650,0.1130
3619680,-0.0156
3619740,-0.2126
3620100,-0.2012
3620490,-0.0480
3620580,0.0684
3620700,-0.0481
3620820,-0.1364
3620910,-0.0707
3621210,-0.1633
3621480,0.0498
3622020,0.0959
3622650,-0.0179
3623010,-0.0495
3623760,-0.0818
3624690,-0.0906
3624750,-0.1563
3624990,-0.2626
3625170,0.0671
3626010,-0.1255
3627210,-0.0257
3627300,0.0583
3627810,-0.0612
3628500,-0.0342
3628590,-0.1455
3628950,-0.0693
3629280,0.0570
3629370,-0.1869
3629430,-0.0121
3629460,-0.0519
3629490,0.0270
3629880,0.0244
3630120,-0.0329
3630660,-0.0747
3630960,-0.1036
3631260,0.0323
3631800,-0.2099
3631920,0.0157
3700011,0.0695
3700012,0.0586
3700030,-0.0306
3700180,0.0473
3700240,0.0838
3700270,-0.0102
3700330,0.0522
3700360,-0.0225
3700390,-0.0533
3700420,-0.0107
3700450,0.0442
3700480,-0.0215
3700530,0.0536
3700580,-0.0028
3700630,0.0226
3700660,-0.0466
3700690,-0.0127
3700720,-0.0629
3700750,-0.0047
3700840,0.0235
3700900,-0.0220
3700930,0.0857
3700960,0.0511
3701140,0.0307
3701170,0.0125
3701200,-0.0616
3701260,0.0390
3701320,0.0212
3701500,-0.0226
3701530,0.0086
3701620,0.0038
3701680,0.0988
3701800,0.0422
3701830,0.0222
3701920,-0.0191
3701950,0.1620
3702010,0.0622
3702100,0.0250
3702160,0.0242
3702190,-0.0420
3702250,0.0303
3702310,-0.0686
3702370,-0.0519
3702400,0.0130
3702430,-0.0355
3702560,-0.0156
3702610,-0.0047
3702640,0.0159
3702680,0.0605
3702880,-0.0858
3702970,0.0561
3703060,0.0585
3703090,0.0379
3703120,0.0984
3703270,-0.0562
3703310,0.0170
3703330,-0.0030
3703360,-0.0407
3703420,-0.0163
3703450,-0.0297
3703480,0.0061
3703510,-0.0894
3703540,0.0621
3703570,-0.0504
3703600,-0.0993
3703630,0.0520
3703780,0.0286
3703870,0.0959
3703900,0.0010
3703930,-0.0298
3703990,0.0528
3704050,-0.0320
3704080,0.0778
3704140,0.1142
3704200,-0.0175
3704320,0.0136
3704500,0.1389
3704620,0.0467
3704650,0.0759
3704720,0.0728
3704740,-0.0416
3704800,0.1106
3704880,-0.0354
3704890,-0.0261
3704920,0.0520
3704950,-0.0221
3705020,-0.0484
3806780,0.1084
3808130,-0.0584
3813030,-0.0457
3819410,0.1291
3904348,0.0225
3904349,-0.0075
3904351,0.0370
3904353,0.0732
3904355,0.1441
3904360,-0.0273
3904370,-0.1691
3904371,-0.0636
3904373,0.0240
3904375,0.0378
3904378,-0.0221
3904379,0.0332
3904380,-0.0077
3904384,-0.0421
3904387,-0.0015
3904390,0.0255
3904394,0.0206
3904395,0.0213
3904396,0.0510
3904401,-0.0570
3904404,-0.0760
3904408,-0.0852
3904410,0.0132
3904416,0.0583
3904418,0.0255
3904419,0.0460
3904422,0.0467
3904426,0.0925
3904429,0.1779
3904430,-0.0298
3904433,-0.0411
3904435,0.1245
3904437,0.0474
3904439,0.0010
3904440,0.1103
3904441,-0.0159
3904451,-0.1993
3904463,0.0795
3904467,0.0297
3904474,-0.0443
3904475,0.0204
3904479,0.0580
3904480,0.0880
3904481,0.0053
3904482,-0.0304
3904486,0.0306
3904487,0.0595
3904490,-0.0163
3904499,0.0383
3904500,0.0096
3904504,0.0243
3904505,-0.0587
3904507,-0.0668
3904510,-0.0389
3904513,0.0579
3904515,0.0231
3904516,0.0942
3904517,-0.0822
3904577,0.0814
3904610,-0.0032
3904611,0.0198
3904659,-0.0373
3904660,0.2485
3904676,0.1848
3904689,0.0797
3904694,0.0862
3904695,0.1333
3904696,0.0947
3904697,0.0121
3904699,0.0236
3904700,-0.0504
3904701,0.0095
3904702,0.1181
3904733,-0.0116
3904736,-0.0222
3904800,0.1367
3904822,-0.0854
3904823,-0.0341
3904829,-0.0151
3904830,-0.0027
3904868,0.1677
3904869,-0.1236
3904870,-0.1138
3904872,0.0061
3904873,-0.0732
3904875,-0.0633
3904923,-0.0338
3904993,0.0200
3904997,0.0503
3904998,0.0594
3905004,0.1415
3905007,-0.0570
3905019,0.0261
3905045,-0.0374
3910015,-0.0386
3910016,-0.0011
3910017,0.0702
4002850,0.0874
4003180,0.0332
4003630,-0.0630
4005490,-0.0726
4007560,0.0143
4009150,-0.0818
4010590,0.0835
4010920,0.0210
4013560,0.0539
4015210,-0.0012
4015370,0.1536
4015720,-0.0023
4017250,0.0199
4019950,-0.0169
4020080,0.0516
4020250,0.0634
4020970,0.0511
4021000,0.0223
4021720,-0.0359
4022770,0.0120
4022800,-0.0277
4023280,0.0698
4025290,0.0780
4028680,0.1087
4030240,-0.0566
4030600,-0.0248
4032370,-0.0579
4033480,0.0972
4100023,0.0457
4101920,0.0359
4102800,-0.1100
4103940,0.0729
4106000,-0.0563
4109480,0.0016
4110040,-0.0490
4110520,-0.0301
4110820,-0.0617
4202040,0.0942
4202130,-0.0207
4202280,-0.0143
4202340,-0.0148
4202400,-0.0166
4202440,-0.0780
4202970,0.2129
4203330,0.0557
4203570,-0.0143
4203630,-0.2248
4204200,0.0466
4204230,-0.0160
4205010,-0.0796
4205310,0.1033
4205400,0.0167
4205490,-0.0758
4205550,0.0680
4205760,-0.0051
4205860,-0.1350
4205910,-0.0219
4206030,0.0029
4206240,-0.0718
4206480,0.0385
4207230,-0.0116
4207710,0.1527
4208010,0.0675
4208060,-0.1288
4208550,0.0513
4208670,0.0713
4208850,-0.0712
4209300,-0.1294
4209480,-0.0066
4209690,-0.0233
4210620,-0.0486
4210860,0.0081
4210950,-0.1427
4211580,0.0291
4211610,-0.0535
4211670,0.1526
4211790,0.0086
4213140,0.0207
4213440,-0.0475
4214160,0.1110
4214940,-0.0996
4215030,0.0140
4215330,0.0618
4215720,0.0279
4215900,-0.0418
4216410,0.1100
4216500,-0.0146
4216620,-0.1274
4216740,-0.1656
4216980,-0.0142
4217280,0.0092
4217520,0.0746
4218510,0.1291
4218590,-0.0653
4218840,0.0044
4218930,0.0929
4218990,-0.0812
4219050,0.1025
4219170,-0.0210
4219290,0.1198
4219470,0.0380
4219500,-0.0346
4219650,-0.0075
4219680,-0.1123
4220040,-0.1331
4220100,0.0578
4220370,0.0814
4221090,-0.1624
4221330,-0.1241
4221870,0.0172
4222400,-0.0185
4222560,0.0090
4222620,0.0528
4222790,-0.1031
4222800,-0.1156
4222830,-0.1267
4222860,-0.0315
4223010,-0.0163
4224150,-0.0239
4224320,-0.1070
4224390,0.0888
4224480,0.0292
4224510,0.0771
4224790,0.1084
4224990,0.0263
4225290,0.0629
4225680,-0.0458
4225830,-0.0874
4225950,-0.1099
4225980,0.0879
4226250,0.0996
4226300,-0.0888
4226370,0.0222
4226390,-0.0085
4226460,-0.0260
4226580,0.1160
4226820,-0.0488
4400120,0.0258
4400240,-0.0097
4400330,0.0720
4400720,0.0152
4400780,0.0754
4400840,0.0606
4400900,0.0421
4401200,-0.0060
4500002,0.0749
4500690,0.0529
4500720,-0.0667
4500750,0.0874
4500780,0.0269
4500810,-0.0958
4500840,0.1871
4500870,-0.0141
4500900,-0.0673
4500930,-0.0338
4500960,0.1608
4501020,-0.0206
4501050,-0.0412
4501080,0.0896
4501110,0.0152
4501170,-0.0246
4501250,-0.0611
4501440,-0.0174
4501500,-0.0357
4501530,0.0538
4501560,-0.0001
4501740,0.0411
4501770,0.0088
4501800,0.0734
4501830,0.0027
4501860,0.0112
4501920,0.0241
4501950,0.0016
4502010,0.0184
4502070,-0.0092
4502100,0.0241
4502130,0.0181
4502160,-0.0146
4502190,-0.0056
4502220,-0.1493
4502250,-0.0601
4502280,-0.0593
4502310,0.0454
4502340,-0.0208
4502400,-0.0419
4502430,0.0388
4502460,0.1308
4502490,0.0100
4502520,-0.0293
4502550,-0.0141
4502580,0.0134
4502610,-0.0033
4502640,0.0143
4502670,0.0278
4502700,-0.0039
4502730,0.0084
4502760,0.0232
4502790,-0.1055
4502820,-0.0339
4502970,-0.0076
4503000,-0.0565
4503030,0.0656
4503060,0.0106
4503150,-0.0150
4503180,-0.0256
4503210,-0.0246
4503330,-0.0360
4503360,-0.0134
4503390,-0.0307
4503460,-0.0716
4503480,-0.0182
4503510,-0.0433
4503540,0.0910
4503570,0.0977
4503600,-0.0353
4503630,-0.0426
4503660,-0.0353
4503690,-0.1127
4503720,-0.0767
4503750,0.0108
4503780,-0.0727
4503810,-0.0208
4503840,0.0972
4503870,-0.0033
4503900,0.0541
4503908,-0.0496
4666270,0.0042
4700001,0.2045
4700060,0.1142
4700120,0.1334
4700180,0.1390
4700330,0.1324
4700600,0.2706
4700690,0.0133
4700850,0.2211
4701020,0.1277
4701050,0.0885
4701080,0.1593
4701170,0.0647
4701200,-0.0819
4701260,0.1666
4701290,0.0464
4701400,0.0950
4701410,0.2482
4701590,0.1830
4701650,0.1929
4701770,0.2385
4701950,0.1838
4702130,0.1592
4702190,0.1577
4702220,0.1357
4702310,0.2647
4702370,0.0876
4702460,0.0790
4702580,0.1064
4702670,0.0679
4702760,0.0751
4702880,0.1273
4702940,0.1500
4702970,0.2060
4703030,0.1320
4703150,0.1822
4703180,0.1772
4703240,0.1223
4703360,0.1039
4703480,0.0552
4703590,0.0864
4703600,0.1237
4703690,0.1554
4703780,0.0655
4703810,0.1533
4704020,0.1864
4704080,0.1649
4704100,0.2306
4704200,0.0885
4704260,0.1476
4704350,0.1421
4704470,0.1696
4704530,0.2288
4704550,0.2201
4800010,-0.0385
4807350,-0.0881
4807440,0.0053
4807710,-0.0844
4807830,0.0627
4807890,0.0337
4808090,0.0175
4808130,0.0212
4808310,-0.1025
4808700,0.0141
4808870,0.0059
4808880,0.0041
4808940,0.0216
4809570,0.0455
4809630,-0.0997
4809670,-0.1605
4809860,0.0787
4810200,-0.0727
4810230,0.0699
4811190,-0.1044
4811280,0.0148
4811790,0.0132
4812180,0.0845
4813050,-0.0451
4813110,0.1023
4813230,-0.0604
4813320,-0.0678
4813590,0.0051
4813650,0.0121
4814190,0.1241
4814280,-0.0226
4814370,0.1164
4814520,0.0621
4814670,-0.0988
4814730,0.0473
4814820,-0.0283
4814970,-0.0574
4815000,0.0665
4815210,-0.0553
4815240,0.0028
4815270,-0.0336
4815300,-0.0689
4815330,-0.0869
4815510,-0.0102
4815720,0.0360
4815750,0.0392
4815910,0.0206
4815960,0.0425
4816110,0.0677
4816180,-0.0662
4816230,-0.0505
4816410,-0.0699
4816530,-0.0381
4816620,-0.0515
4816710,-0.0451
4816740,-0.0099
4816860,-0.0851
4817070,0.0120
4817640,-0.0646
4817700,-0.0207
4817850,-0.0594
4818000,-0.1340
4818280,-0.0892
4818300,0.0601
4818360,0.0090
4818540,0.0261
4818810,0.0431
4818940,0.0302
4819560,0.0224
4819650,0.0602
4819700,0.0061
4819830,-0.0737
4820010,-0.0045
4820160,0.0238
4820250,-0.0327
4820280,-0.0308
4820340,-0.0468
4820600,-0.0133
4820700,-0.0670
4820760,-0.1686
4821150,-0.0625
4821420,0.0009
4821660,-0.0399
4821720,-0.0023
4822170,-0.0403
4822830,-0.0418
4822920,-0.1404
4822970,0.0803
4823280,-0.1263
4823310,0.1227
4823640,-0.0418
4823910,0.0202
4824030,-0.1583
4824060,0.0107
4824100,0.1240
4824420,0.0080
4824590,-0.0531
4824630,-0.0866
4824730,0.0176
4824990,0.0264
4825170,0.0986
4825260,0.0064
4825500,-0.0256
4825620,-0.1003
4825660,0.0296
4825740,0.0187
4826160,-0.1312
4826190,0.0491
4826280,0.0140
4826430,-0.0939
4826490,0.0044
4826580,0.0683
4826670,0.0816
4827030,-0.0699
4827300,-0.1185
4827390,-0.0904
4827450,0.1216
4827510,-0.0753
4827720,0.0377
4827780,-0.0362
4828110,0.0830
4828500,-0.0482
4828550,-0.1053
4828710,-0.0183
4828740,-0.1193
4828890,0.0503
4828920,0.0982
4829130,-0.1424
4829160,0.0089
4829850,-0.0021
4830390,-0.0866
4830420,-0.0108
4830570,-0.0377
4830600,0.0146
4830640,0.0408
4831260,0.0730
4831760,-0.0320
4832090,-0.0664
4832190,-0.0669
4832280,-0.0213
4832340,0.0343
4832400,-0.1051
4832730,0.1269
4832940,-0.0527
4833060,-0.0036
4833120,-0.0010
4833180,0.0430
4834050,0.0254
4834290,0.0787
4834320,0.0116
4834440,0.0415
4834830,0.0521
4834980,0.0135
4835010,0.1214
4835100,0.0385
4835400,0.0434
4836000,0.0688
4836660,0.0495
4837020,-0.0515
4837650,0.0012
4838080,0.0200
4838190,-0.0933
4838220,0.0871
4838360,-0.0562
4838700,-0.0448
4838730,-0.0032
4838760,-0.0384
4838970,-0.0127
4839480,0.0506
4839630,-0.0005
4839690,-0.0178
4839990,0.0300
4840080,-0.0087
4840230,0.0947
4840710,0.0444
4840950,0.0106
4841100,0.0046
4841220,-0.0496
4841350,0.1566
4841820,-0.0180
4841970,-0.0486
4842240,-0.0121
4842280,-0.0009
4842330,-0.0163
4842450,0.0595
4842480,-0.0782
4842510,0.0722
4842960,0.1939
4843290,-0.1039
4843470,-0.0369
4844150,-0.0754
4844280,-0.0722
4844430,-0.0120
4844730,0.0077
4845090,-0.0120
4845380,0.0354
4845540,0.0301
4845600,0.1024
4845780,-0.0372
4845900,-0.0199
4846440,-0.0452
4846530,0.1457
4846680,-0.0143
4900030,0.0694
4900142,0.0671
4900210,0.0848
4900360,0.0313
4900420,0.0721
4900870,0.1390
4901200,-0.0216
5002820,0.1843
5100060,-0.0189
5100090,-0.1280
5100120,0.0459
5100180,-0.0223
5100210,0.0797
5100240,0.0003
5100270,0.1686
5100300,0.0026
5100360,0.0175
5100480,0.0741
5100540,-0.0888
5100600,0.0384
5100660,0.0180
5100720,0.0633
5100750,-0.1154
5100780,0.0171
5100810,-0.0048
5100840,0.0484
5100960,0.0281
5101050,0.0633
5101080,-0.0578
5101110,-0.0226
5101170,0.0470
5101200,0.0438
5101260,0.0038
5101320,-0.0353
5101380,0.0861
5101410,0.1016
5101440,0.0261
5101470,-0.0539
5101510,0.0156
5101620,0.1428
5101650,-0.0151
5101710,0.0221
5101740,-0.0810
5101770,-0.0714
5101800,0.0970
5101830,0.0261
5101860,-0.0732
5101890,-0.0428
5101920,-0.0295
5101980,0.0145
5102010,0.0520
5102070,0.1904
5102100,0.0848
5102120,0.0157
5102160,0.0521
5102250,0.0858
5102280,0.0563
5102310,-0.0532
5102340,-0.0420
5102360,0.1507
5102390,0.0366
5102400,-0.1614
5102460,-0.1362
5102520,0.1111
5102610,0.0816
5102640,-0.0142
5102670,0.0298
5102710,0.1239
5102730,0.0959
5102790,-0.0421
5102820,0.0889
5102910,0.0931
5102940,0.0817
5103000,0.0252
5103030,-0.0462
5103060,0.0146
5103090,0.0934
5103130,0.0734
5103150,0.0359
5103240,-0.1097
5103270,-0.0081
5103300,0.1289
5103330,-0.0084
5103460,0.0251
5103600,0.1153
5103640,0.0328
5103660,0.0563
5103690,-0.0694
5103710,0.0342
5103750,0.0702
5103780,0.1501
5103840,0.0654
5103870,0.1212
5103930,-0.0898
5103980,-0.0476
5104020,0.0016
5104050,0.0012
5104150,0.0360
5300300,0.0505
5300480,0.1923
5301410,0.0675
5302400,0.0367
5302700,0.0500
5302820,-0.0263
5303540,0.1504
5303960,0.0742
5305430,0.1079
5305850,-0.0450
5306960,0.0987
5307230,0.1351
5307710,0.0668
5307920,0.0497
5308250,-0.0096
5308700,0.0311
5309180,-0.0353
5309270,0.0197
5400060,0.0070
5400180,-0.0851
5400300,-0.0125
5400510,0.0538
5400570,0.0131
5400600,0.0110
5400720,0.0489
5400810,-0.0565
5400840,-0.0239
5400930,0.0395
5401050,0.0352
5401230,-0.0193
5401620,-0.0022
5500390,0.0023
5501050,-0.0428
5501770,-0.0035
5501800,0.0671
5504050,0.0223
5504680,-0.0055
5505460,0.1349
5505820,-0.1156
5507020,-0.0251
5507320,-0.0811
5507530,-0.1133
5508520,-0.0782
5509060,0.0051
5509510,0.0926
5509600,-0.0590
5510830,-0.0035
5511190,-0.2154
5512360,-0.1053
5513650,-0.1164
5514640,-0.0621
5515330,-0.0253
5515780,-0.0682
5515990,-0.0458
5516260,0.0292
5516620,-0.0733
5601980,0.0339
